Word,Pleasantness,Activation,Imagery,Pleasantness_SD,Activation_SD,Imagery_SD
doblar,2.2,2.8,2.8,0.4472,0.4472,0.4472
etimología,2.2,2.4,1.8,0.4472,0.5477,1.0954
américa,2.4,2,3,0.5477,0,0
informe,1.8,1.8,1.4,0.8367,0.8367,0.5477
consumo,1.6,2.8,2.4,0.5477,0.4472,0.8944
armonía,3,1.6,2.6,0,0.8944,0.8944
sediento,1.4,2.4,3,0.5477,0.8944,0
voltear,2.2,3,2.8,0.8367,0,0.4472
gordo,1.8,1.8,3,0.4472,0.4472,0
barrera,1.8,1.6,3,0.8367,0.8944,0
aceite,2,1.6,3,0.7071,0.5477,0
impregnar,2.6,2.8,2.6,0.5477,0.4472,0.5477
observación,2.8,2.4,2.6,0.4472,0.8944,0.8944
parlamento,2.6,2.4,2.8,0.5477,0.5477,0.4472
delito,1.6,2.8,3,0.8944,0.4472,0
tapar,2,2.8,2.8,0,0.4472,0.4472
paquete,2.2,1.8,3,0.4472,0.4472,0
consciente,2.4,2.4,2,0.5477,0.8944,1
fusionar,2.6,3,2.4,0.5477,0,0.8944
deje,2.2,1.8,1.6,0.4472,0.8367,0.8944
trago,2.2,1.8,3,0.8367,0.4472,0
feria,2.6,1.8,3,0.5477,0.8367,0
sorbo,2.2,2,3,0.8367,0.7071,0
empleo,2.8,3,2.6,0.4472,0,0.8944
debe,1.8,2,1.4,0.4472,0.7071,0.5477
conservación,2,2.4,2.2,1,0.8944,0.8367
helar,2.2,2.6,2.8,0.4472,0.5477,0.4472
uña,1.6,1,3,0.5477,0,0
cristiano,1.8,2,2.8,0.4472,0.7071,0.4472
hada,2.8,2.4,3,0.4472,0.8944,0
aislar,2,2.6,2.6,0.7071,0.8944,0.8944
ahi,1.8,2.2,2.4,0.4472,0.8367,0.8944
inocencia,2.6,1.6,2.4,0.5477,0.8944,0.8944
destrozar,1.8,3,2.8,0.8367,0,0.4472
verso,2.4,1.8,2.2,0.5477,0.4472,1.0954
microsoft,2,2.2,2.8,0.7071,0.4472,0.4472
culto,1.4,2.6,2.8,0.5477,0.5477,0.4472
archivo,2.2,1.6,2.6,0.4472,0.5477,0.5477
ejemplar,2.8,2,2.4,0.4472,0.7071,0.8944
misa,1.6,1.4,2.8,0.5477,0.5477,0.4472
procedimiento,2,1.8,2.2,1,0.8367,0.8367
fusión,2.4,2.8,2.2,0.5477,0.4472,0.8367
manto,2.6,1.6,3,0.5477,0.8944,0
navegar,3,2.6,3,0,0.5477,0
educativo,2.2,2,3,0.8367,1,0
curar,2.8,2.8,3,0.4472,0.4472,0
plano,2.2,1.4,3,0.4472,0.5477,0
suspender,2,2,1.6,0.7071,0.7071,0.8944
castigo,1,2.8,3,0,0.4472,0
boda,2.6,2.4,3,0.5477,0.5477,0
picar,1.8,2.8,2.6,0.8367,0.4472,0.8944
llamada,2,2.8,3,0.7071,0.4472,0
toclop,2,2,1,0,0.7071,0
esfumar,2.2,2.8,2.6,0.8367,0.4472,0.5477
argumentar,2.4,3,2.6,0.5477,0,0.5477
índice,2.2,2.2,2.6,0.4472,0.4472,0.5477
calcular,2.4,2.6,3,0.8944,0.8944,0
escalofrío,1.6,2.6,2.8,0.5477,0.5477,0.4472
tonto,1.6,2.4,2.8,0.5477,0.5477,0.4472
pulmón,2,2.2,3,0,0.4472,0
primero,2.8,2.4,2.2,0.4472,0.8944,0.8367
tela,2.6,1.6,3,0.5477,0.5477,0
lleno,2.2,2,2.8,0.8367,0.7071,0.4472
realista,2.6,2.6,2.4,0.5477,0.5477,0.5477
palma,2.2,2,3,0.4472,0,0
colonia,2,1.8,2.4,0.7071,0.8367,0.8944
falda,1.8,1.6,3,0.4472,0.5477,0
entrevista,1.8,2.6,2.6,0.4472,0.5477,0.5477
montón,2.4,2,2.6,0.5477,0.7071,0.5477
sacrificio,2,2.4,2.4,1,0.8944,0.8944
práctica,2.6,3,2.6,0.5477,0,0.8944
perciforme,2.4,1.6,2,0.5477,0.5477,0.7071
agrupación,2.4,2.4,3,0.5477,0.8944,0
asistencia,2.6,2.6,2.6,0.5477,0.8944,0.5477
navidad,3,1.2,2.8,0,0.4472,0.4472
penumbra,1.8,1.4,2.2,0.8367,0.5477,1.0954
extraer,2,3,2.8,0,0,0.4472
separación,1.6,2.8,2.4,0.5477,0.4472,0.5477
conducta,2,2.4,1.8,0,0.8944,0.8367
digno,3,2.4,2,0,0.8944,1
templar,2.6,2.8,2.4,0.5477,0.4472,0.5477
tronco,2.2,1.8,3,0.4472,0.4472,0
grita,1.8,2.4,2.4,0.8367,0.8944,0.8944
estómago,2,1.8,2.6,0.7071,0.8367,0.5477
atmósfera,2.4,2,1.8,0.5477,0.7071,0.8367
escritorio,2.2,1.6,3,0.4472,0.5477,0
paciente,2.4,1.8,3,0.5477,0.8367,0
añorar,1.6,2.2,2.4,0.5477,0.8367,0.5477
fundir,1.8,2.6,2.8,0.4472,0.5477,0.4472
rico,2.6,2.2,3,0.5477,0.8367,0
adornar,2.8,2.8,3,0.4472,0.4472,0
pasajero,2.2,1.8,2.2,0.4472,0.8367,0.8367
lateral,2,1.8,1.6,0,0.4472,0.8944
programación,2.6,2.6,2.6,0.5477,0.5477,0.5477
maria,1.8,1.8,2,0.4472,0.4472,0.7071
dictadura,1.2,2.8,2.4,0.4472,0.4472,0.8944
global,2,1.8,2.8,0.7071,0.8367,0.4472
proteína,2.2,2.6,1.2,0.8367,0.5477,0.4472
ansiedad,1,2.8,2.6,0,0.4472,0.5477
explotación,1.4,3,3,0.5477,0,0
exterior,2.4,1.8,3,0.5477,0.4472,0
vegetación,2.8,1.8,3,0.4472,0.8367,0
miseria,1.2,1.8,2.8,0.4472,0.4472,0.4472
culpable,1.4,2.6,2,0.5477,0.5477,1
claridad,2.8,1.8,3,0.4472,0.8367,0
secreto,1.8,2.2,2.6,0.4472,1.0954,0.5477
naranja,2.8,2.2,3,0.4472,0.8367,0
teatral,2.2,2.8,2.8,0.4472,0.4472,0.4472
caza,1.6,2.8,3,0.5477,0.4472,0
gigante,1.8,1.8,3,0.8367,0.8367,0
examen,1.6,2,3,0.5477,1,0
plantear,2,2.8,2.6,0.7071,0.4472,0.5477
asignar,2,2.8,1.8,0,0.4472,0.8367
amanecer,3,2.4,3,0,0.5477,0
fallar,1,2.6,2.8,0,0.5477,0.4472
corriente,2.2,2.2,2.4,0.4472,0.4472,0.5477
sera,2.2,1.8,2.8,0.4472,0.8367,0.4472
deshacer,1.8,2.8,2.4,0.8367,0.4472,0.8944
celo,1.6,2.2,2.4,0.5477,0.8367,0.8944
jurídico,1.8,1.6,2.2,0.4472,0.8944,0.8367
primitivo,1.8,1.6,2.4,0.4472,0.8944,0.8944
rescatar,2.6,3,3,0.5477,0,0
sollozo,1,2.2,3,0,0.8367,0
gobernación,2,2.2,1.8,0.7071,0.8367,0.8367
agotar,1.6,1.8,2.2,0.5477,1.0954,1.0954
bala,1.6,2.6,3,0.8944,0.5477,0
partícula,2.4,2.4,1.4,0.5477,0.8944,0.5477
mudo,1.4,1,3,0.5477,0,0
regimiento,2.2,2.4,2.8,0.4472,0.8944,0.4472
revisar,1.8,2.2,2.2,0.8367,1.0954,0.8367
volcán,2,2.4,3,0.7071,0.8944,0
transformación,2.2,2.8,2,0.8367,0.4472,1
pastor,2.6,2,2.6,0.5477,1,0.8944
dañar,1,3,2.4,0,0,0.8944
agonía,1.2,2.6,2.2,0.4472,0.5477,0.8367
lástima,1.6,1.8,2.2,0.8944,0.8367,0.8367
diámetro,2,1.8,2.8,0,0.4472,0.4472
hermanar,3,2.4,1.6,0,0.5477,0.8944
espina,1.4,1.8,3,0.5477,0.8367,0
computador,2.6,2.6,2.6,0.5477,0.5477,0.8944
esfera,2.2,2,3,0.4472,0.7071,0
bandera,2.4,1.6,2.8,0.5477,0.5477,0.4472
castigar,1,3,3,0,0,0
influir,2.4,2.8,2.6,0.5477,0.4472,0.8944
super,2.6,2.6,2.4,0.5477,0.5477,0.8944
prolongar,1.8,2.6,2,0.4472,0.5477,1
desnudar,2.6,3,3,0.5477,0,0
masivo,1.8,2.2,2.8,0.4472,0.8367,0.4472
ligeramente,2.2,2.2,2,0.4472,0.4472,0.7071
hueco,1.8,2,2.6,0.4472,0.7071,0.5477
analizar,2,3,2.4,0.7071,0,0.5477
alrededor,2.2,1.6,2.4,0.4472,0.5477,0.8944
defecto,1.6,1.8,3,0.5477,0.8367,0
realización,2.8,2.8,2.4,0.4472,0.4472,0.5477
penar,1.2,2.4,2.8,0.4472,0.8944,0.4472
tragedia,1,2.2,2.6,0,1.0954,0.8944
compra,2.4,3,3,0.5477,0,0
gigante,2,2.4,3,0,0.8944,0
residencia,2.6,2,2.8,0.5477,0.7071,0.4472
diálogo,3,3,3,0,0,0
datar,2,2.8,2.4,0,0.4472,0.8944
rebelión,1.6,3,3,0.5477,0,0
investigador,2.4,2.6,3,0.5477,0.8944,0
afuera,2.2,1.8,2.8,0.4472,0.8367,0.4472
dvd,2.2,1.8,3,0.4472,0.4472,0
film,2.8,2.2,3,0.4472,0.8367,0
caos,1.6,2,2.4,0.8944,1,0.8944
administrativo,1.8,1,2,0.4472,0,1
inversión,2.2,2.8,2.6,0.4472,0.4472,0.8944
señorito,2.2,2.2,3,0.8367,0.4472,0
guiar,2.4,3,3,0.5477,0,0
correo,2,2,2.8,0,0,0.4472
bebé,2.6,2.4,3,0.5477,0.5477,0
enojar,1.4,2.8,2.4,0.5477,0.4472,0.8944
juzgar,2,2.6,2.4,0,0.8944,0.8944
juvenil,2.6,1.8,2.6,0.5477,0.8367,0.8944
constantemente,2,1.8,1.6,0,0.8367,0.8944
poblado,2,2,2.8,0,0.7071,0.4472
antigüedad,2,1.4,2.4,0,0.5477,0.8944
nadar,2.8,3,3,0.4472,0,0
respectar,2,2.2,1,0.7071,0.8367,0
resignar,1.6,2,1.6,0.5477,1,0.8944
inmóvil,2,1,2.4,0,0,0.8944
masculino,2.2,1.6,2.4,0.4472,0.5477,0.5477
anhelar,2.2,2.4,1.8,0.8367,0.8944,0.8367
músculo,2.2,2.2,2.8,0.4472,0.4472,0.4472
influenciar,1.8,2.8,2.2,0.4472,0.4472,0.8367
top,2.2,1.6,2.4,0.4472,0.5477,0.8944
vecino,2.4,2,2.6,0.5477,0.7071,0.8944
infantería,2,2.6,2.6,0.7071,0.5477,0.8944
remedio,2,2,3,0.7071,0.7071,0
esencial,2.2,1.8,1.6,0.4472,0.4472,0.8944
quinto,2,2.2,2,0,0.4472,0.7071
narrar,2.6,3,3,0.5477,0,0
luminoso,2.8,2,2.8,0.4472,1,0.4472
trasero,1.8,1.6,2.4,0.4472,0.5477,0.8944
tornar,2,3,1.8,0,0,0.8367
platicar,2.4,2.8,3,0.8944,0.4472,0
cinematográfico,2.8,2.4,2.6,0.4472,0.5477,0.5477
anoche,2.6,1.8,2.6,0.5477,0.8367,0.8944
experimento,2.2,2.6,2.6,0.4472,0.5477,0.5477
forestal,2.8,2.2,2.8,0.4472,0.8367,0.4472
fragmento,2.4,1.6,2.2,0.5477,0.5477,0.8367
alternativa,2.6,2.4,1.6,0.5477,0.8944,0.8944
queso,2.8,1.8,3,0.4472,0.8367,0
inmensidad,2.6,1.8,1.4,0.5477,0.8367,0.8944
gloria,2.8,2.2,2,0.4472,0.4472,0.7071
sentencia,1.8,2,2.2,0.4472,0.7071,0.8367
exclusivamente,2.2,2,1.4,0.4472,0.7071,0.5477
estrecho,2,1.8,2.6,0.7071,0.4472,0.5477
adicional,2.2,2,1.8,0.4472,0.7071,1.0954
útil,3,2.8,2.2,0,0.4472,1.0954
adorar,2.4,2.8,2.6,0.5477,0.4472,0.5477
variación,2.4,2.4,2,0.5477,0.5477,1
aparentemente,2.2,1.8,1.8,0.4472,0.8367,0.8367
entrenamiento,2.2,2.6,2.8,0.4472,0.8944,0.4472
marítimo,2.4,2.2,2.6,0.5477,0.4472,0.5477
inevitable,2.2,2,2.2,0.4472,1,0.8367
llanura,2.6,1.2,3,0.5477,0.4472,0
estan,2,2.2,2.4,0,0.8367,0.5477
mariano,2.2,1.8,1.8,0.4472,0.4472,0.8367
prisionero,1.2,1.6,3,0.4472,0.5477,0
absolutamente,2.2,1.8,1.6,0.4472,0.4472,0.8944
sabiduría,3,2,2.4,0,1,0.8944
concilio,2.6,2.2,2.2,0.5477,0.8367,0.8367
ejecutivo,2.2,2.4,2.6,0.4472,0.5477,0.5477
subespecie,2,1.6,1.4,0,0.5477,0.8944
iniciativa,2.8,2.8,2.8,0.4472,0.4472,0.4472
suspirar,2.6,2.6,3,0.5477,0.8944,0
veneno,1.4,1.8,3,0.5477,0.4472,0
largar,1.8,2.8,3,0.4472,0.4472,0
influyente,1.8,3,2.4,0.4472,0,0.8944
sutil,2.6,1.6,2,0.5477,0.8944,1
exclamar,2,3,2.8,0,0,0.4472
ardiente,2.2,2.2,2.8,0.4472,0.8367,0.4472
estrecho,2,1.6,2.8,0.7071,0.5477,0.4472
euro,2.2,1.8,2.8,0.4472,0.4472,0.4472
objetivo,2.6,2.4,2.8,0.5477,0.8944,0.4472
facilitar,2.4,2.8,2.2,0.5477,0.4472,1.0954
sedar,2,2.4,3,0,0.8944,0
profesión,2.2,2.2,2.6,0.4472,0.4472,0.8944
septentrional,2.2,1.6,2.2,0.4472,0.5477,0.4472
investigar,2.8,3,3,0.4472,0,0
campamento,2.8,2.2,3,0.4472,0.8367,0
horror,1.6,2,3,0.8944,1,0
subtropical,2.4,1.4,2.6,0.5477,0.5477,0.8944
cerdo,2.2,2.2,3,0.4472,0.4472,0
postura,2,1.8,3,0,0.8367,0
barra,1.8,1.8,2.8,0.4472,0.4472,0.4472
perspectiva,2.6,2.2,2.2,0.5477,1.0954,1.0954
esclavo,1.2,2,3,0.4472,1,0
absorber,2.2,2.8,3,0.4472,0.4472,0
responsable,2.8,2.6,2.6,0.4472,0.8944,0.8944
chico,2.4,2,3,0.5477,0.7071,0
ansioso,2,2.2,2.8,0.7071,1.0954,0.4472
cero,1.6,1.8,3,0.5477,0.8367,0
deja,2,2.2,2.2,0,1.0954,1.0954
enamorado,3,2.6,3,0,0.8944,0
sinfónico,2.8,2,2.4,0.4472,1,0.8944
caballería,2.8,2.6,3,0.4472,0.5477,0
amoroso,3,2.8,3,0,0.4472,0
sabana,2.4,1.6,2.8,0.5477,0.5477,0.4472
contraer,1.8,2.6,2.4,0.4472,0.5477,0.8944
visual,2.4,1.6,1.8,0.5477,0.5477,0.8367
vincular,2.6,2.6,2,0.5477,0.5477,1
terremoto,1,2.8,2.8,0,0.4472,0.4472
licenciar,2.4,2.4,1.6,0.5477,0.5477,0.8944
republicano,2.2,2.2,2,0.4472,0.4472,0.7071
giro,2,2.2,2.2,0,0.8367,1.0954
elegante,3,2,3,0,0.7071,0
aguar,1.6,2.2,2,0.5477,0.8367,0.7071
melancolía,1,1.6,2.6,0,0.8944,0.8944
comparación,1.8,2.8,2.4,0.4472,0.4472,0.8944
miembro,2.2,2,2.6,0.4472,0,0.5477
ángulo,1.8,1.4,3,0.4472,0.5477,0
atracción,3,2.8,2.6,0,0.4472,0.8944
reojo,1.8,2.4,2.8,0.4472,0.5477,0.4472
significado,2.4,2.2,2.8,0.5477,0.8367,0.4472
congelar,1.4,2,3,0.5477,1,0
pistola,1,2.6,3,0,0.8944,0
amable,3,3,3,0,0,0
comedia,3,2.4,2.8,0,0.5477,0.4472
central,1.8,1.6,2.6,0.4472,0.5477,0.5477
doloroso,1,3,3,0,0,0
facilidad,3,1.4,3,0,0.8944,0
sublime,3,1.8,2.2,0,0.8367,0.8367
prado,2.8,1.2,3,0.4472,0.4472,0
tejer,2.4,3,3,0.5477,0,0
flujo,2.2,2.4,2.8,0.8367,0.8944,0.4472
enfermero,1.8,2.8,3,0.4472,0.4472,0
paciencia,2.8,2,3,0.4472,1,0
térmico,2.6,2.8,2.8,0.5477,0.4472,0.4472
civilización,2.6,2.6,3,0.5477,0.5477,0
introducción,2,2.2,2.6,0,0.8367,0.8944
pionero,2.8,3,2.4,0.4472,0,0.8944
ramal,2,2,2.6,0,0,0.5477
peña,2.4,2.2,3,0.5477,0.8367,0
angel,3,2.4,2.8,0,0.5477,0.4472
rubio,2.2,2,3,0.4472,0,0
cajón,2,1.8,3,0,0.4472,0
restauración,2.6,3,2.8,0.5477,0,0.4472
lógica,2.4,2.6,2.6,0.5477,0.5477,0.8944
that,2,2.2,2.4,0,0.4472,0.5477
sien,2,2.2,3,0,0.4472,0
contento,3,2.4,3,0,0.8944,0
administrativo,1.8,2.4,2.2,0.4472,0.8944,0.8367
taxi,2,2.8,3,0,0.4472,0
petición,2,2.8,2,0,0.4472,1
